,Id,Name,NativeName,Description,MainRuleset,LudiiRuleset,Reference,Origin,DLPGame,PublicGame,knownAliases,Author,Publisher,ProprietaryGame,Credit,SeeAlso,BGGId,OriginPoint,EvidenceRange,WishlistGame,Notes,HelpUs,ForceRulesetInLud,DisableWebApp,ReconstructionDescriptionDone
1327,1474,Rabbit Warrens,,"This game was designed to meet a challenge of making a territorial game without placement or capture. 
    It also is a loop-forming game, as territory is defined as the area contained within loops - but the goal is not first to make a loop, but rather territory scoring.
    
    The scoring is unique as far as I know. The score is the product of two factors: 
    The first factor is the count of all the empty spaces fully surrounded by the player's pieces (edges don't count as an enclosure)
    The second factor is the number of distinct regions that a player's pieces enclose. A region includes both empty sites and sites occupied by the opponent.
    
    As a player fills a space to sub-divide it, one factor is traded off for the other.
    The board is scaled to be half full with each player having roughly the square of the number of pieces needed to enclose an area equal to the pieces used to enclose it.
    
    Movement is designed to progressively increase density. This moves pieces into contact to form loops, subdived them, and in the extreme, to fill them. 
    Players determine when their score is optimized and pass successively to end the game. 
    
    For flexibility, of movement, pieces can also move to sites of equal friendly density, which makes the game a race with the potential for cooperative cycles. 
    
    To prevent cold positions that would cause forced cycling, there is a secondary restriction for this case: pieces most move to have fewer adjacent enemies. 
    
    This makes filling an opponent's territory difficult, or impossible if one doesn't already have a presence there.
    It also means pieces within or associated with enemy territory have high mobility, and may be used to create or expand territories in the end game (but often at the cost of significantly increasing the other player's score.)
    
    Tie breaker is the last to play loses, in keeping with the nature of a race for the highest score. 
    
    This game was designed in consultation with Alexander Brady.",1761,1761.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1328,1475,Epoxy,,"Epoxy is a version of 'Shaka' (my ancestor game a few other games including my game Situ.) Shaka was a territorial lines-of-sight game based on out-of-sight entry, sliding moves, increasing stone contact, capture by enclosure and double-pass ending. 

Epoxy does not involve capture, and is a survival game. It is played on a special, 'perforated' triangular grid that makes the game more manageable than pure Shaka by limiting the lines of sight and movement. 

Both Epoxy and Situ improve the balance and opening stability of Shaka by using a '12* double-move protocol' (that is, after the first placement, players alternate taking double turns.)

Epoxy differs from Situ in having no capture, but having movement. Movement is controlled by adjacency to the opponent's stones, effectively locking stones in place as they neighbour more and more opponent's stones. 

This creates territories that can be filled, as well as dead-zones for movement and/or placement. Due to this territorial nature, unlike Situ, turns may be partially passed, but a full pass is by definition a resignation.

Territory equates to the availability of future placements when other movement is no longer possible, and the goal is to be the last to play.",1762,1762.0,,,0,1,,Dale W. Walton,,0,Dale W. Walton,,,,"0,5520",0,,0,0,0,0
1329,1476,ConHex,,"ConHex is an abstract strategy game for two players. Both aim to complete a contiguous chain of connected cells between the 2 sides of their colour. 

Cells are claimed by conquering them. In order to conquer a cell, players must surround it with pegs.",1763,1763.0,"<a href=""http://nestorgames.com/rulebooks/CONHEX_EN.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a>
",,0,1,,Michail Antonow,"<a href=""https://www.nestorgames.com"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />nestorgames</a>
",0,Eric Piette and Cameron Browne,,10989.0,,"0,5520",0,,0,0,0,0
1330,1477,Agon,,"Agon is a kind of race game played with pure strategy. Sometimes called Queen's Guard, the game features a queen and six guards for each of the two players. The object is to get one's queen to the centre of the board, surrounded by her guards. The most notable aspect of this game is that it is one of the earliest to be played on a hexagonal grid.",1764,1764.0,"<a href=""https://en.wikipedia.org/wiki/Agon_(game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,Queen's Guard,Anthony Peacock,,0,Eric Piette,,5168.0,,"0,5520",0,,0,0,0,0
1331,1478,Monkey Queen,,"Monkey Queen is a two player game, played on a 12x12 checkboard.",1765,1765.0,"<a href=""http://www.marksteeregames.com/Monkey_Queen_rules.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.marksteeregames.com</a>",,0,1,,Mark Steere,"<a href=""http://www.marksteeregames.com/Monkey_Queen_rules.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.marksteeregames.com</a>",0,Eric Piette,,95757.0,,"0,5520",0,,0,0,0,0
1332,1479,Jostle,,"Jostle is a two player game. The 10x10 board is initially set up with 16 red and 16 blue checkers. Red and
Blue, take turns moving checkers of their own color, one move per turn, starting with Red.",1766,1766.0,"<a href=""http://www.marksteeregames.com/Jostle_Go_rules.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.marksteeregames.com</a>",,0,1,,Mark Steere,"<a href=""http://www.marksteeregames.com/Jostle_Go_rules.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.marksteeregames.com</a>",0,Eric Piette,,68808.0,,"0,5520",0,,0,0,0,0
1333,1480,Atoll,,"Atoll is a two player game played on a hexagonal pattern grid. The game starts with eight “islands” of stones surrounding
an empty grid. Each player takes possession of an entire set of stones of one color, black or white. Each player owns the islands of his stones’ color. ",1767,1767.0,"<a href=""http://www.marksteeregames.com/Atoll_rules.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.marksteeregames.com</a>",,0,1,,Mark Steere,"<a href=""http://www.marksteeregames.com/Atoll_rules.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.marksteeregames.com</a>",0,Eric Piette,,34221.0,,"0,5520",0,,0,0,0,0
1334,1481,Fractal,,"Fractal is a two player game. The unique board, starts out empty. The two players, Red and Blue, take turns coloring cells with their own color, one cell per turn, starting with Red.",1768,1768.0,"<a href=""http://www.marksteeregames.com/Fractal_rules.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.marksteeregames.com</a>",,0,1,,Mark Steere,"<a href=""http://www.marksteeregames.com/Fractal_rules.pdf"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.marksteeregames.com</a>",0,Eric Piette,,74129.0,,"0,5520",0,,0,0,0,0
1335,1482,Reach Chess,,"Discovered during Markus Niebisch's internship at Ludii, when a crossover-operator for games replaced the ending rule of Chess with the ending rule of hex.
It is interesting as it still plays like Chess, but leads to a much more offensive play with many more potential sacrifices.",1769,1769.0,,,0,1,,Markus Niebisch,,0,Markus Niebisch,,,,"0,5520",0,,0,0,0,0
1336,1483,Onyx,,"Onyx is a two-player abstract strategy board game invented by Larry Back in 1995. The game features a rule for performing captures, making Onyx unique among connection games.
The Onyx board is a grid of interlocking squares and triangles, with pieces played on the points of intersection (as in Go). Each side of the board comprises twelve points.",1770,1770.0,"<a href=""https://en.wikipedia.org/wiki/Onyx_(game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Larry Back,,0,Eric Piette,,11375.0,,"0,5520",0,,0,0,0,0
1337,1484,Diamond,,"Diamond is a two-player abstract strategy board game invented by Larry Back. The invention was inspired by the game Kensington, which uses a similar board pattern and game objective. Rules for Diamond were conceived in 1985 and finalized in 1994. Diamond introduces a new board geometry and neutral pieces, with the aim of enhancing the game dynamic and lowering the potential for draws.

Diamond was featured in the February 2013 issue of Games magazine.",1771,1771.0,"<a href=""https://en.wikipedia.org/wiki/Diamond_(game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,Larry Back,,0,Eric Piette,,133664.0,,"0,5520",0,,0,0,0,0
1338,1485,So Long Sucker,,"So Long Sucker is a board game invented in 1950 by John Forbes Nash, Mel Hausner, Lloyd S. Shapley and Martin Shubik. It is a four-person bargaining/economic strategy game. Each player begins the game with 7 chips, and in the course of play, attempts to acquire all the other players' chips.",1772,1772.0,"<a href=""https://en.wikipedia.org/wiki/So_Long_Sucker"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,Fuck You Buddy,"John Forbes Nash, Mel Hausner, Lloyd S. Shapley and Martin Shubik",,0,Eric Piette,,8304.0,,"0,5520",0,,0,0,0,0
1339,1486,Iterated Prisoners Dilemma,,"The prisoner's dilemma is a standard example of a game analyzed in game theory that shows why two completely rational individuals might not cooperate, even if it appears that it is in their best interests to do so. It was originally framed by Merrill Flood and Melvin Dresher while working at RAND in 1950. Albert W. Tucker formalized the game with prison sentence rewards and named it ""prisoner's dilemma""",1773,1773.0,"<a href=""https://en.wikipedia.org/wiki/Prisoner%27s_dilemma"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>
",,0,1,,Merrill Flood and Melvin Dresher,,0,Eric Piette,,,,"0,5520",0,,0,0,1,0
1340,1487,Duidoku,,Duidoku is a two-player version of Sudoku. ,1774,1774.0,"<a href=""https://www.duidoku.com/"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.duidoku.com/</a>",,0,1,,Rudd Zwolinski,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
1341,1488,Buttons And Lights,,Buttons And Lights is a planning puzzle.,1775,1755.0,"<a href=""http://ggp.stanford.edu/ggp/games/buttonsandlights/buttonsandlights.txt"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />http://ggp.stanford.edu/</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
1342,1489,Lights Out,,Lights Out is an electronic game released by Tiger Electronics in 1995.,1777,1777.0,"<a href=""https://en.wikipedia.org/wiki/Lights_Out_(game)"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Wikipedia</a>",,0,1,,,,0,Eric Piette,,,,"0,5520",0,,0,0,0,0
1343,1490,Barca,,"Barca is a recent commercial chess variant. The game was invented by Andrew Caldwell, and appeared in 2011.",1778,1778.0,"<a href=""http://playbarca.com/"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />playbarca.com/</a>",,0,1,,Andrew Caldwell,,0,Eric Piette,,69347.0,,"0,5520",0,,0,0,0,0
1344,1491,Dragonchess,,"Dragonchess is a commercial chess variant, first published in 2005. The game is played on a 10 by 10 board, with in addition two side lanes of 3 by 4 squares. Players have the usual chess pieces, two extra pawns, and two dragons.",1779,1779.0,"<a href=""https://www.chessvariants.com/large.dir/dragonchess.html"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />www.chessvariants.com</a>",,0,1,,,"<a href=""http://dragonchess.net/"" target=""_blank"" class=""style1"" style=""color: #0000EE"" />Dragon Chess Inc</a>",0,Eric Piette,,,,"0,5520",0,,0,0,0,0
